Asset,Target,Group,Freq,Horizon,ControlSet,Method,Type,RMSE,MAE,MAPE,R2
EUR/USD,EURUSD,B,D,1,PC-DAG,VAR+Granger,Causal,0.005638,0.003983,851462.2373,-0.3086
EUR/USD,EURUSD,B,D,1,PC-DAG,IV-2SLS,Causal,0.004692,0.003496,225765.1653,0.0944
EUR/USD,EURUSD,B,D,5,PC-DAG,CausalImpact,Causal,0.0051,0.003718,470685.4806,-0.0687
EUR/USD,EURUSD,B,D,5,PC-DAG,DML,Causal,0.005396,0.003975,1008107.2716,-0.1967
EUR/USD,EURUSD,B,D,5,PC-DAG,VAR+Granger,Causal,0.004936,0.003674,51846.2604,-0.0031
EUR/USD,EURUSD,B,D,5,PC-DAG,IV-2SLS,Causal,0.004972,0.003694,348005.1227,-0.016
EUR/USD,EURUSD,B,D,21,PC-DAG,CausalImpact,Causal,0.005014,0.003724,296985.5899,-0.0305
EUR/USD,EURUSD,B,D,21,PC-DAG,DML,Causal,0.005396,0.004065,2449706.8154,-0.1924
EUR/USD,EURUSD,B,D,21,PC-DAG,VAR+Granger,Causal,0.004932,0.00367,49530.9597,-0.0011
EUR/USD,EURUSD,B,D,21,PC-DAG,IV-2SLS,Causal,0.004957,0.003682,174614.4215,-0.0071
GBP/USD,GBPUSD,B,D,1,Heuristic-Z,CausalImpact,Causal,0.006127,0.004755,263562.3657,-0.0979
GBP/USD,GBPUSD,B,D,1,Heuristic-Z,DML,Causal,0.014546,0.006628,331717.274,-5.1891
GBP/USD,GBPUSD,B,D,1,Heuristic-Z,VAR+Granger,Causal,0.005979,0.004645,222737.0942,-0.0447
GBP/USD,GBPUSD,B,D,1,Heuristic-Z,IV-2SLS,Causal,0.005543,0.004268,178117.2053,0.1013
GBP/USD,GBPUSD,B,D,5,Heuristic-Z,CausalImpact,Causal,0.005956,0.004606,1015583.9468,-0.0377
GBP/USD,GBPUSD,B,D,5,Heuristic-Z,DML,Causal,0.006163,0.004747,285219.9044,-0.1111
GBP/USD,GBPUSD,B,D,5,Heuristic-Z,VAR+Granger,Causal,0.005853,0.004519,32804.2628,-0.0013
GBP/USD,GBPUSD,B,D,5,Heuristic-Z,IV-2SLS,Causal,0.00613,0.004684,296952.6674,-0.0993
GBP/USD,GBPUSD,B,D,21,Heuristic-Z,CausalImpact,Causal,0.005942,0.004578,156484.843,-0.0301
GBP/USD,GBPUSD,B,D,21,Heuristic-Z,DML,Causal,0.006278,0.004854,2141975.1907,-0.1494
GBP/USD,GBPUSD,B,D,21,Heuristic-Z,VAR+Granger,Causal,0.005854,0.004519,33204.2474,-0.0013
GBP/USD,GBPUSD,B,D,21,Heuristic-Z,IV-2SLS,Causal,0.005966,0.004592,171359.33,-0.0384
GBP/USD,GBPUSD,B,D,1,Expert-DAG,CausalImpact,Causal,0.00604,0.004672,1008866.4076,-0.0669
GBP/USD,GBPUSD,B,D,1,Expert-DAG,DML,Causal,0.006092,0.004642,437911.9564,-0.0856
GBP/USD,GBPUSD,B,D,1,Expert-DAG,VAR+Granger,Causal,0.006784,0.004905,667581.1355,-0.345
GBP/USD,GBPUSD,B,D,1,Expert-DAG,IV-2SLS,Causal,0.005543,0.004268,178117.2053,0.1013
GBP/USD,GBPUSD,B,D,5,Expert-DAG,CausalImpact,Causal,0.005941,0.004596,1895458.5581,-0.0325
GBP/USD,GBPUSD,B,D,5,Expert-DAG,DML,Causal,0.006365,0.004798,1288878.2216,-0.185
GBP/USD,GBPUSD,B,D,5,Expert-DAG,VAR+Granger,Causal,0.005858,0.004552,137649.028,-0.0028
GBP/USD,GBPUSD,B,D,5,Expert-DAG,IV-2SLS,Causal,0.00613,0.004684,296952.6674,-0.0993
GBP/USD,GBPUSD,B,D,21,Expert-DAG,CausalImpact,Causal,0.005982,0.004618,739526.1417,-0.0442
GBP/USD,GBPUSD,B,D,21,Expert-DAG,DML,Causal,0.006345,0.004926,1887117.0339,-0.1741
GBP/USD,GBPUSD,B,D,21,Expert-DAG,VAR+Granger,Causal,0.005854,0.00452,30601.6019,-0.0015
GBP/USD,GBPUSD,B,D,21,Expert-DAG,IV-2SLS,Causal,0.005966,0.004592,171359.33,-0.0384
GBP/USD,GBPUSD,B,D,1,PC-DAG,CausalImpact,Causal,0.006092,0.004672,940777.3004,-0.0853
GBP/USD,GBPUSD,B,D,1,PC-DAG,DML,Causal,0.005975,0.004532,709167.3048,-0.0442
GBP/USD,GBPUSD,B,D,1,PC-DAG,VAR+Granger,Causal,0.006287,0.004595,465217.9618,-0.1551
GBP/USD,GBPUSD,B,D,1,PC-DAG,IV-2SLS,Causal,0.005543,0.004268,178117.2053,0.1013
GBP/USD,GBPUSD,B,D,5,PC-DAG,CausalImpact,Causal,0.005918,0.004584,935771.9769,-0.0245
GBP/USD,GBPUSD,B,D,5,PC-DAG,DML,Causal,0.006453,0.004884,2192303.5263,-0.218
GBP/USD,GBPUSD,B,D,5,PC-DAG,VAR+Granger,Causal,0.00586,0.004525,34127.2889,-0.0035
GBP/USD,GBPUSD,B,D,5,PC-DAG,IV-2SLS,Causal,0.00613,0.004684,296952.6674,-0.0993
GBP/USD,GBPUSD,B,D,21,PC-DAG,CausalImpact,Causal,0.006008,0.004646,476919.8494,-0.053
GBP/USD,GBPUSD,B,D,21,PC-DAG,DML,Causal,0.006597,0.005135,1899699.6021,-0.2693
GBP/USD,GBPUSD,B,D,21,PC-DAG,VAR+Granger,Causal,0.005854,0.004519,33369.4393,-0.0013
GBP/USD,GBPUSD,B,D,21,PC-DAG,IV-2SLS,Causal,0.005966,0.004592,171359.33,-0.0384
USD/JPY,USDJPY,B,D,1,Heuristic-Z,CausalImpact,Causal,0.914362,0.685799,47962425.737,-0.0222
USD/JPY,USDJPY,B,D,1,Heuristic-Z,DML,Causal,0.868747,0.631749,286693849.9854,0.0783
USD/JPY,USDJPY,B,D,1,Heuristic-Z,VAR+Granger,Causal,0.844391,0.616856,244443547.499,0.1273
USD/JPY,USDJPY,B,D,1,Heuristic-Z,IV-2SLS,Causal,0.777073,0.576504,104207840.2947,0.2617
USD/JPY,USDJPY,B,D,5,Heuristic-Z,CausalImpact,Causal,0.914705,0.682255,61420885.2891,-0.0218
USD/JPY,USDJPY,B,D,5,Heuristic-Z,DML,Causal,0.929101,0.693478,215272115.1393,-0.0542
USD/JPY,USDJPY,B,D,5,Heuristic-Z,VAR+Granger,Causal,0.897504,0.669855,20451704.0632,0.014
USD/JPY,USDJPY,B,D,5,Heuristic-Z,IV-2SLS,Causal,0.907023,0.677956,56464838.8545,-0.0047
USD/JPY,USDJPY,B,D,21,Heuristic-Z,CausalImpact,Causal,0.906293,0.674732,41716042.725,-0.003
USD/JPY,USDJPY,B,D,21,Heuristic-Z,DML,Causal,0.930687,0.69021,98862067.9892,-0.0567
USD/JPY,USDJPY,B,D,21,Heuristic-Z,VAR+Granger,Causal,0.904196,0.673866,6108715.6315,-0.0007
USD/JPY,USDJPY,B,D,21,Heuristic-Z,IV-2SLS,Causal,0.909221,0.676007,15686979.7807,-0.0095
USD/JPY,USDJPY,B,D,1,Expert-DAG,CausalImpact,Causal,0.908443,0.679466,97676919.9115,-0.009
USD/JPY,USDJPY,B,D,1,Expert-DAG,DML,Causal,0.728588,0.535998,153140879.5234,0.3517
USD/JPY,USDJPY,B,D,1,Expert-DAG,VAR+Granger,Causal,0.840031,0.616486,158208278.2963,0.1362
USD/JPY,USDJPY,B,D,1,Expert-DAG,IV-2SLS,Causal,0.777073,0.576504,104207840.2947,0.2617
USD/JPY,USDJPY,B,D,5,Expert-DAG,CausalImpact,Causal,0.916539,0.682782,113644253.7102,-0.0259
USD/JPY,USDJPY,B,D,5,Expert-DAG,DML,Causal,0.922728,0.689148,92543177.0843,-0.0398
USD/JPY,USDJPY,B,D,5,Expert-DAG,VAR+Granger,Causal,0.889777,0.665238,43018195.1672,0.0309
USD/JPY,USDJPY,B,D,5,Expert-DAG,IV-2SLS,Causal,0.907023,0.677956,56464838.8545,-0.0047
USD/JPY,USDJPY,B,D,21,Expert-DAG,CausalImpact,Causal,0.909543,0.67708,58936432.461,-0.0102
USD/JPY,USDJPY,B,D,21,Expert-DAG,DML,Causal,0.930839,0.6908,108099241.0594,-0.057
USD/JPY,USDJPY,B,D,21,Expert-DAG,VAR+Granger,Causal,0.90427,0.673978,6482863.7343,-0.0009
USD/JPY,USDJPY,B,D,21,Expert-DAG,IV-2SLS,Causal,0.909221,0.676007,15686979.7807,-0.0095
USD/JPY,USDJPY,B,D,1,PC-DAG,CausalImpact,Causal,0.907003,0.679564,125017064.5681,-0.0058
USD/JPY,USDJPY,B,D,1,PC-DAG,DML,Causal,0.711317,0.522963,87068742.0721,0.3821
USD/JPY,USDJPY,B,D,1,PC-DAG,VAR+Granger,Causal,0.701025,0.516518,126999038.8495,0.3985
USD/JPY,USDJPY,B,D,1,PC-DAG,IV-2SLS,Causal,0.777073,0.576504,104207840.2947,0.2617
USD/JPY,USDJPY,B,D,5,PC-DAG,CausalImpact,Causal,0.924871,0.689289,121518269.077,-0.0446
USD/JPY,USDJPY,B,D,5,PC-DAG,DML,Causal,0.945147,0.703822,85872081.3302,-0.0909
USD/JPY,USDJPY,B,D,5,PC-DAG,VAR+Granger,Causal,0.880754,0.657351,15899172.2381,0.0505
USD/JPY,USDJPY,B,D,5,PC-DAG,IV-2SLS,Causal,0.907023,0.677956,56464838.8545,-0.0047
USD/JPY,USDJPY,B,D,21,PC-DAG,CausalImpact,Causal,0.915525,0.685505,44098432.4566,-0.0235
USD/JPY,USDJPY,B,D,21,PC-DAG,DML,Causal,0.934165,0.697175,57605536.6391,-0.0646
USD/JPY,USDJPY,B,D,21,PC-DAG,VAR+Granger,Causal,0.904263,0.673976,6501987.0195,-0.0009
USD/JPY,USDJPY,B,D,21,PC-DAG,IV-2SLS,Causal,0.909221,0.676007,15686979.7807,-0.0095
CPI,CPI,C,ME,1,Heuristic-Z,CausalImpact,Causal,0.546333,0.461644,5473105207.3376,-0.7905
CPI,CPI,C,ME,1,Heuristic-Z,DML,Causal,0.733063,0.613605,4519758894.8928,-2.2236
CPI,CPI,C,ME,1,Heuristic-Z,VAR+Granger,Causal,0.530608,0.463785,6092161121.0179,-0.7038
CPI,CPI,C,ME,1,Heuristic-Z,IV-2SLS,Causal,0.587006,0.456418,9605130278.4387,-1.067
CPI,CPI,C,ME,3,Heuristic-Z,CausalImpact,Causal,0.499324,0.396265,4968030637.7383,-0.4956
CPI,CPI,C,ME,3,Heuristic-Z,DML,Causal,0.842962,0.671991,3588095472.6689,-3.1713
CPI,CPI,C,ME,3,Heuristic-Z,VAR+Granger,Causal,0.429007,0.328923,3949300700.2698,-0.1138
CPI,CPI,C,ME,3,Heuristic-Z,IV-2SLS,Causal,0.575474,0.490907,5110225797.4021,-0.9866
CPI,CPI,C,ME,6,Heuristic-Z,CausalImpact,Causal,0.488467,0.370466,5688315742.9446,-0.4006
CPI,CPI,C,ME,6,Heuristic-Z,DML,Causal,0.885863,0.664299,7534109521.0447,-3.6066
CPI,CPI,C,ME,6,Heuristic-Z,VAR+Granger,Causal,0.439885,0.347606,4017306399.0369,-0.171
CPI,CPI,C,ME,6,Heuristic-Z,IV-2SLS,Causal,0.590911,0.47734,5993617236.6516,-1.0497
CPI,CPI,C,ME,1,Expert-DAG,CausalImpact,Causal,0.518613,0.420882,5159821190.7713,-0.6134
CPI,CPI,C,ME,1,Expert-DAG,DML,Causal,0.619408,0.501241,7102620209.9708,-1.3015
CPI,CPI,C,ME,1,Expert-DAG,VAR+Granger,Causal,0.621179,0.490461,7967090573.4414,-1.3351
CPI,CPI,C,ME,1,Expert-DAG,IV-2SLS,Causal,0.587006,0.456418,9605130278.4387,-1.067
CPI,CPI,C,ME,3,Expert-DAG,CausalImpact,Causal,0.508303,0.40226,3385401839.894,-0.5499
CPI,CPI,C,ME,3,Expert-DAG,DML,Causal,0.561749,0.434138,4707389733.1333,-0.8524
CPI,CPI,C,ME,3,Expert-DAG,VAR+Granger,Causal,0.615532,0.52851,6020722230.9941,-1.2929
CPI,CPI,C,ME,3,Expert-DAG,IV-2SLS,Causal,0.575474,0.490907,5110225797.4021,-0.9866
CPI,CPI,C,ME,6,Expert-DAG,CausalImpact,Causal,0.500974,0.407549,3784079187.311,-0.4733
CPI,CPI,C,ME,6,Expert-DAG,DML,Causal,0.701127,0.526612,3541221724.0791,-1.8857
CPI,CPI,C,ME,6,Expert-DAG,VAR+Granger,Causal,0.534993,0.424755,4801431856.7577,-0.7321
CPI,CPI,C,ME,6,Expert-DAG,IV-2SLS,Causal,0.590911,0.47734,5993617236.6516,-1.0497
CPI,CPI,C,ME,1,PC-DAG,CausalImpact,Causal,0.515828,0.433943,4756559372.083,-0.5961
CPI,CPI,C,ME,1,PC-DAG,DML,Causal,0.644444,0.516422,7313894994.3754,-1.4913
CPI,CPI,C,ME,1,PC-DAG,VAR+Granger,Causal,0.51627,0.414291,8227511664.6597,-0.613
CPI,CPI,C,ME,1,PC-DAG,IV-2SLS,Causal,0.587006,0.456418,9605130278.4387,-1.067
CPI,CPI,C,ME,3,PC-DAG,CausalImpact,Causal,0.463649,0.362846,4830901212.2858,-0.2895
CPI,CPI,C,ME,3,PC-DAG,DML,Causal,0.539345,0.439226,6370050681.1561,-0.7076
CPI,CPI,C,ME,3,PC-DAG,VAR+Granger,Causal,0.465152,0.364908,5005049555.4514,-0.3094
CPI,CPI,C,ME,3,PC-DAG,IV-2SLS,Causal,0.575474,0.490907,5110225797.4021,-0.9866
CPI,CPI,C,ME,6,PC-DAG,CausalImpact,Causal,0.493398,0.4055,4492079401.31,-0.429
CPI,CPI,C,ME,6,PC-DAG,DML,Causal,0.558538,0.437756,5127016161.8018,-0.8313
CPI,CPI,C,ME,6,PC-DAG,VAR+Granger,Causal,0.464263,0.377437,4519484473.7141,-0.3044
CPI,CPI,C,ME,6,PC-DAG,IV-2SLS,Causal,0.590911,0.47734,5993617236.6516,-1.0497
IndProd,IndProd,C,ME,1,Heuristic-Z,CausalImpact,Causal,1.676515,1.083183,1.0714,-2.8143
IndProd,IndProd,C,ME,1,Heuristic-Z,DML,Causal,1.026795,0.804612,0.7969,-0.4307
IndProd,IndProd,C,ME,1,Heuristic-Z,VAR+Granger,Causal,0.97782,0.744306,0.7388,-0.3274
IndProd,IndProd,C,ME,1,Heuristic-Z,IV-2SLS,Causal,0.913322,0.728845,0.7215,-0.132
IndProd,IndProd,C,ME,3,Heuristic-Z,CausalImpact,Causal,2.100851,1.618409,1.5973,-4.9894
IndProd,IndProd,C,ME,3,Heuristic-Z,DML,Causal,3.682498,3.068777,3.0313,-16.8922
IndProd,IndProd,C,ME,3,Heuristic-Z,VAR+Granger,Causal,1.618194,1.269907,1.2576,-2.6353
IndProd,IndProd,C,ME,3,Heuristic-Z,IV-2SLS,Causal,1.104412,0.927445,0.9175,-0.6552
IndProd,IndProd,C,ME,6,Heuristic-Z,CausalImpact,Causal,3.22936,1.882725,1.8563,-12.7598
IndProd,IndProd,C,ME,6,Heuristic-Z,DML,Causal,3.236705,1.908801,1.8851,-12.8224
IndProd,IndProd,C,ME,6,Heuristic-Z,VAR+Granger,Causal,2.543289,1.999794,1.982,-7.9798
IndProd,IndProd,C,ME,6,Heuristic-Z,IV-2SLS,Causal,1.352652,1.153416,1.1406,-1.4141
IndProd,IndProd,C,ME,1,Expert-DAG,CausalImpact,Causal,1.575593,0.926681,0.9145,-2.3689
IndProd,IndProd,C,ME,1,Expert-DAG,DML,Causal,0.878868,0.671355,0.6642,-0.0482
IndProd,IndProd,C,ME,1,Expert-DAG,VAR+Granger,Causal,1.050642,0.802825,0.798,-0.5324
IndProd,IndProd,C,ME,1,Expert-DAG,IV-2SLS,Causal,0.913322,0.728845,0.7215,-0.132
IndProd,IndProd,C,ME,3,Expert-DAG,CausalImpact,Causal,1.700965,1.293734,1.2788,-2.9263
IndProd,IndProd,C,ME,3,Expert-DAG,DML,Causal,2.875353,1.814873,1.7892,-9.9084
IndProd,IndProd,C,ME,3,Expert-DAG,VAR+Granger,Causal,1.768284,1.459503,1.4452,-3.3409
IndProd,IndProd,C,ME,3,Expert-DAG,IV-2SLS,Causal,1.104412,0.927445,0.9175,-0.6552
IndProd,IndProd,C,ME,6,Expert-DAG,CausalImpact,Causal,2.67999,1.611989,1.5919,-8.4764
IndProd,IndProd,C,ME,6,Expert-DAG,DML,Causal,3.270646,1.951008,1.9279,-13.1138
IndProd,IndProd,C,ME,6,Expert-DAG,VAR+Granger,Causal,1.87246,1.465181,1.4493,-3.8674
IndProd,IndProd,C,ME,6,Expert-DAG,IV-2SLS,Causal,1.352652,1.153416,1.1406,-1.4141
IndProd,IndProd,C,ME,1,PC-DAG,CausalImpact,Causal,1.647422,0.885176,0.8735,-2.683
IndProd,IndProd,C,ME,1,PC-DAG,DML,Causal,0.744986,0.604985,0.5996,0.2468
IndProd,IndProd,C,ME,1,PC-DAG,VAR+Granger,Causal,1.067122,0.827881,0.8209,-0.5809
IndProd,IndProd,C,ME,1,PC-DAG,IV-2SLS,Causal,0.913322,0.728845,0.7215,-0.132
IndProd,IndProd,C,ME,3,PC-DAG,CausalImpact,Causal,2.320577,1.497699,1.4756,-6.3078
IndProd,IndProd,C,ME,3,PC-DAG,DML,Causal,3.023859,1.676156,1.648,-11.0643
IndProd,IndProd,C,ME,3,PC-DAG,VAR+Granger,Causal,1.579333,1.316659,1.3045,-2.4628
IndProd,IndProd,C,ME,3,PC-DAG,IV-2SLS,Causal,1.104412,0.927445,0.9175,-0.6552
IndProd,IndProd,C,ME,6,PC-DAG,CausalImpact,Causal,2.669061,1.739884,1.7188,-8.3993
IndProd,IndProd,C,ME,6,PC-DAG,DML,Causal,3.651818,2.21558,2.1876,-16.5953
IndProd,IndProd,C,ME,6,PC-DAG,VAR+Granger,Causal,1.810157,1.303893,1.2926,-3.5489
IndProd,IndProd,C,ME,6,PC-DAG,IV-2SLS,Causal,1.352652,1.153416,1.1406,-1.4141
UMCSENT,UMCSENT,C,ME,1,Heuristic-Z,CausalImpact,Causal,4.265424,3.281225,6793713624.147,-0.0188
UMCSENT,UMCSENT,C,ME,1,Heuristic-Z,DML,Causal,4.501961,3.424996,8527606768.7562,-0.135
UMCSENT,UMCSENT,C,ME,1,Heuristic-Z,VAR+Granger,Causal,4.429853,3.614577,18018694105.5549,-0.1233
UMCSENT,UMCSENT,C,ME,1,Heuristic-Z,IV-2SLS,Causal,4.237295,3.180219,1509349084.155,-0.0054
UMCSENT,UMCSENT,C,ME,3,Heuristic-Z,CausalImpact,Causal,4.313146,3.173475,7630653714.3381,-0.0418
UMCSENT,UMCSENT,C,ME,3,Heuristic-Z,DML,Causal,4.566231,3.184918,7169581920.868,-0.1732
UMCSENT,UMCSENT,C,ME,3,Heuristic-Z,VAR+Granger,Causal,4.673167,3.615619,4496302446.5286,-0.2501
UMCSENT,UMCSENT,C,ME,3,Heuristic-Z,IV-2SLS,Causal,4.252018,3.01544,4163460517.3063,-0.0124
UMCSENT,UMCSENT,C,ME,6,Heuristic-Z,CausalImpact,Causal,4.627395,3.472503,3069357124.8213,-0.2049
UMCSENT,UMCSENT,C,ME,6,Heuristic-Z,DML,Causal,4.902437,3.868153,7272047165.2331,-0.3524
UMCSENT,UMCSENT,C,ME,6,Heuristic-Z,VAR+Granger,Causal,4.441288,3.437909,3210024070.3404,-0.1291
UMCSENT,UMCSENT,C,ME,6,Heuristic-Z,IV-2SLS,Causal,4.111472,3.03899,3540973689.4579,0.0488
UMCSENT,UMCSENT,C,ME,1,Expert-DAG,CausalImpact,Causal,4.025381,3.069562,7493318322.4343,0.0926
UMCSENT,UMCSENT,C,ME,1,Expert-DAG,DML,Causal,3.905971,3.120328,12137634272.1792,0.1456
UMCSENT,UMCSENT,C,ME,1,Expert-DAG,VAR+Granger,Causal,4.132788,3.215447,3927009220.5627,0.0223
UMCSENT,UMCSENT,C,ME,1,Expert-DAG,IV-2SLS,Causal,4.237295,3.180219,1509349084.155,-0.0054
UMCSENT,UMCSENT,C,ME,3,Expert-DAG,CausalImpact,Causal,4.187837,3.058616,15716767121.0173,0.0179
UMCSENT,UMCSENT,C,ME,3,Expert-DAG,DML,Causal,4.557505,3.461657,11099593856.2194,-0.1687
UMCSENT,UMCSENT,C,ME,3,Expert-DAG,VAR+Granger,Causal,4.270402,3.287723,802895332.1216,-0.0439
UMCSENT,UMCSENT,C,ME,3,Expert-DAG,IV-2SLS,Causal,4.252018,3.01544,4163460517.3063,-0.0124
UMCSENT,UMCSENT,C,ME,6,Expert-DAG,CausalImpact,Causal,4.50144,3.346271,17706821798.5578,-0.1402
UMCSENT,UMCSENT,C,ME,6,Expert-DAG,DML,Causal,4.93554,3.635449,14087452689.8393,-0.3707
UMCSENT,UMCSENT,C,ME,6,Expert-DAG,VAR+Granger,Causal,4.198725,3.251896,608749653.4392,-0.0091
UMCSENT,UMCSENT,C,ME,6,Expert-DAG,IV-2SLS,Causal,4.111472,3.03899,3540973689.4579,0.0488
UMCSENT,UMCSENT,C,ME,1,PC-DAG,CausalImpact,Causal,4.007424,3.08882,8026519965.9965,0.1007
UMCSENT,UMCSENT,C,ME,1,PC-DAG,DML,Causal,4.232696,2.948301,2397989052.0367,-0.0033
UMCSENT,UMCSENT,C,ME,1,PC-DAG,VAR+Granger,Causal,4.132788,3.215447,3927009220.5627,0.0223
UMCSENT,UMCSENT,C,ME,1,PC-DAG,IV-2SLS,Causal,4.237295,3.180219,1509349084.155,-0.0054
UMCSENT,UMCSENT,C,ME,3,PC-DAG,CausalImpact,Causal,4.201191,3.043317,15695182757.8771,0.0116
UMCSENT,UMCSENT,C,ME,3,PC-DAG,DML,Causal,4.426995,3.012592,8422457202.5095,-0.1028
UMCSENT,UMCSENT,C,ME,3,PC-DAG,VAR+Granger,Causal,4.270402,3.287723,802895332.1216,-0.0439
UMCSENT,UMCSENT,C,ME,3,PC-DAG,IV-2SLS,Causal,4.252018,3.01544,4163460517.3063,-0.0124
UMCSENT,UMCSENT,C,ME,6,PC-DAG,CausalImpact,Causal,4.559119,3.394202,14640631624.3965,-0.1696
UMCSENT,UMCSENT,C,ME,6,PC-DAG,DML,Causal,4.892058,3.739395,18272694528.9792,-0.3466
UMCSENT,UMCSENT,C,ME,6,PC-DAG,VAR+Granger,Causal,4.198725,3.251896,608749653.4392,-0.0091
UMCSENT,UMCSENT,C,ME,6,PC-DAG,IV-2SLS,Causal,4.111472,3.03899,3540973689.4579,0.0488
Bitcoin,BTC,D,D,1,Heuristic-Z,CausalImpact,Causal,2158.511967,1558.845391,174.7072,-0.0246
Bitcoin,BTC,D,D,1,Heuristic-Z,DML,Causal,2239.182506,1622.494851,228.0666,-0.1002
Bitcoin,BTC,D,D,1,Heuristic-Z,VAR+Granger,Causal,2168.36997,1553.464807,155.4504,-0.034
Bitcoin,BTC,D,D,1,Heuristic-Z,IV-2SLS,Causal,2148.539479,1546.770259,122.6739,-0.0152
Bitcoin,BTC,D,D,5,Heuristic-Z,CausalImpact,Causal,2160.209526,1554.66356,155.5888,-0.024
Bitcoin,BTC,D,D,5,Heuristic-Z,DML,Causal,2262.547422,1654.701407,200.5591,-0.1212
Bitcoin,BTC,D,D,5,Heuristic-Z,VAR+Granger,Causal,2164.699697,1553.376055,148.9662,-0.0305
Bitcoin,BTC,D,D,5,Heuristic-Z,IV-2SLS,Causal,2153.942959,1552.364615,136.0115,-0.018
Bitcoin,BTC,D,D,21,Heuristic-Z,CausalImpact,Causal,2130.51838,1551.02395,209.0368,0.0085
Bitcoin,BTC,D,D,21,Heuristic-Z,DML,Causal,2195.65864,1643.620048,280.8257,-0.0507
Bitcoin,BTC,D,D,21,Heuristic-Z,VAR+Granger,Causal,2136.929583,1535.257264,116.4291,-0.0042
Bitcoin,BTC,D,D,21,Heuristic-Z,IV-2SLS,Causal,2129.803601,1534.130174,146.6471,0.0092
Bitcoin,BTC,D,D,1,Expert-DAG,CausalImpact,Causal,2168.077276,1560.41025,184.014,-0.0337
Bitcoin,BTC,D,D,1,Expert-DAG,DML,Causal,2229.180309,1628.585696,249.8772,-0.0904
Bitcoin,BTC,D,D,1,Expert-DAG,VAR+Granger,Causal,2151.026701,1545.331679,150.1047,-0.0175
Bitcoin,BTC,D,D,1,Expert-DAG,IV-2SLS,Causal,2148.539479,1546.770259,122.6739,-0.0152
Bitcoin,BTC,D,D,5,Expert-DAG,CausalImpact,Causal,2138.693696,1533.881132,138.7566,-0.0037
Bitcoin,BTC,D,D,5,Expert-DAG,DML,Causal,2204.202048,1601.857519,195.3392,-0.0641
Bitcoin,BTC,D,D,5,Expert-DAG,VAR+Granger,Causal,2159.873374,1553.227254,141.9673,-0.0259
Bitcoin,BTC,D,D,5,Expert-DAG,IV-2SLS,Causal,2153.942959,1552.364615,136.0115,-0.018
Bitcoin,BTC,D,D,21,Expert-DAG,CausalImpact,Causal,2173.336545,1591.645777,207.9404,-0.0317
Bitcoin,BTC,D,D,21,Expert-DAG,DML,Causal,2176.33677,1611.107078,305.6843,-0.0323
Bitcoin,BTC,D,D,21,Expert-DAG,VAR+Granger,Causal,2136.8588,1535.267061,116.4769,-0.0042
Bitcoin,BTC,D,D,21,Expert-DAG,IV-2SLS,Causal,2129.803601,1534.130174,146.6471,0.0092
Bitcoin,BTC,D,D,1,PC-DAG,CausalImpact,Causal,2158.219019,1561.138348,150.2812,-0.0243
Bitcoin,BTC,D,D,1,PC-DAG,DML,Causal,2228.979129,1620.662083,196.5259,-0.0902
Bitcoin,BTC,D,D,1,PC-DAG,VAR+Granger,Causal,2151.026701,1545.331679,150.1047,-0.0175
Bitcoin,BTC,D,D,1,PC-DAG,IV-2SLS,Causal,2148.539479,1546.770259,122.6739,-0.0152
Bitcoin,BTC,D,D,5,PC-DAG,CausalImpact,Causal,2152.085512,1549.745768,148.4528,-0.0163
Bitcoin,BTC,D,D,5,PC-DAG,DML,Causal,2215.423353,1613.784368,219.3276,-0.075
Bitcoin,BTC,D,D,5,PC-DAG,VAR+Granger,Causal,2159.873374,1553.227254,141.9673,-0.0259
Bitcoin,BTC,D,D,5,PC-DAG,IV-2SLS,Causal,2153.942959,1552.364615,136.0115,-0.018
Bitcoin,BTC,D,D,21,PC-DAG,CausalImpact,Causal,2140.922796,1561.104174,192.1841,-0.0012
Bitcoin,BTC,D,D,21,PC-DAG,DML,Causal,2203.783925,1628.752567,287.0163,-0.0585
Bitcoin,BTC,D,D,21,PC-DAG,VAR+Granger,Causal,2136.8588,1535.267061,116.4769,-0.0042
Bitcoin,BTC,D,D,21,PC-DAG,IV-2SLS,Causal,2129.803601,1534.130174,146.6471,0.0092
Ethereum,ETH,D,D,1,Heuristic-Z,CausalImpact,Causal,118.788484,80.751582,723.3068,-0.0797
Ethereum,ETH,D,D,1,Heuristic-Z,DML,Causal,121.497983,84.527385,3118.6265,-0.1288
Ethereum,ETH,D,D,1,Heuristic-Z,VAR+Granger,Causal,116.777085,81.657276,3013.8199,-0.0434
Ethereum,ETH,D,D,1,Heuristic-Z,IV-2SLS,Causal,114.840417,78.816099,131.8126,-0.0091
Ethereum,ETH,D,D,5,Heuristic-Z,CausalImpact,Causal,117.655441,80.891797,489.3107,-0.0585
Ethereum,ETH,D,D,5,Heuristic-Z,DML,Causal,123.426533,85.213491,884.8435,-0.1623
Ethereum,ETH,D,D,5,Heuristic-Z,VAR+Granger,Causal,115.645807,78.998541,420.2838,-0.0233
Ethereum,ETH,D,D,5,Heuristic-Z,IV-2SLS,Causal,115.083119,79.210904,478.7569,-0.0127
Ethereum,ETH,D,D,21,Heuristic-Z,CausalImpact,Causal,115.936001,79.782401,1559.9519,-0.0219
Ethereum,ETH,D,D,21,Heuristic-Z,DML,Causal,120.714486,83.990694,3114.4838,-0.1059
